title,website,tags,mission,membership_benefits
Pre-Genetic Counseling Club,https://one.illinois.edu/PreGeneticCounselingClub/,"Orange Student Organization
 
 - Advocacy & Activism, Health & Wellness, Life & Physical Sciences","The Pre-Genetic Counseling Club serves to create a supportive network of
current students, UIUC alumni, current genetic counselors and genetic professionals.
Students will explore the field of genetic counseling through educational opportunities,
networking events, and advocacy experiences.",
Pre-Health Latino Undergraduate Society,https://one.illinois.edu/PreHealthLatinoUndergraduateSociety/,"Orange Student Organization
 
 - Health & Wellness","The Pre-Health Latino Undergraduate Society (PLUS) empowers Latino pre-health students at the University of Illinois at Urbana-Champaign by fostering academic success, cultural identity, and community engagement. We are committed to addressing the health needs of Latino communities through advocacy, education, and service.",
Pre-Health Psychology Association of UIUC (PPA),https://one.illinois.edu/prehealthpsychologyassociation/,"Orange Student Organization
 
 - Health & Wellness, Life & Physical Sciences, Social & Behavioral Sciences","Pre-Health Psychology Association of UIUC serves as a community for those who are interested in psychology and who are interested in pursuing a Pre-Health Pathway. Utilizing University of Illinois resources as well as those obtained externally, PPA aims to view healthcare from a holistic perspective connecting medical conditions with psychology, neuroscience, cognitive science, and overall mental health. Through application-based workshops, volunteering, and social networking, we hope to better prepare future healthcare providers with the necessary experience and knowledge needed to succeed within their respective healthcare pathways.","- Access to workshops including professional speakers, career-center collaborations, events surrounding mental-health awareness, social events, and more.
- Networking with professionals in psychology, healthcare, or both.
- Guidance in seeking out and applying to volunteer and patient care opportunities.
- Healthcare-related skill training through collaboration with other RSOs or organizations.
- Connecting with like-minded individuals to navigate a niche pathway in psychology and health care together.
- Learning to maximize a psychology major or minor in a healthcare field."
Pre-Law Honors Society: The Order of Prospective Lawyers,https://one.illinois.edu/PreLawHonorsSocietyTheOrderofProspectiveLawyers/,"Orange Student Organization
 
 - Education, Pedagogy & Instruction, Honorary, Law","The University of Illinois, Urbana-Champaign Pre-Law Honors Society is a professional law society advancing integrity, compassion and courage through service to the student, the school, the profession and the community.",
Pre-Medical Asian Pacific American Medical Student Association,https://one.illinois.edu/premedicalasianpacificamericanmedicalassociation/,"Orange Student Organization
 
 - Health & Wellness","Pre-Medical APAMSA serves to explore and resolve the unique challenges, obstacles, and responsibilities specific to Asian American, Native Hawaiian, and Pacific Islander (AANHPI) pre-health/health students and health professionals and address health needs specific to Asian Americans, Native Hawaiian, and Pacific Island communities through leadership, education, research, and service as further outlined in the Bylaws.",
Pre-Occupational Therapy Association,https://one.illinois.edu/PreOccupationalTherapyAssociation/,"Orange Student Organization
 
 - Education, Pedagogy & Instruction","Pre-Occupational Therapy Association serves as a professional student organization with a focus on preparing students for a career in Occupational Therapy through networking, application assistance, as well as other opportunities to ensure members have a holistic understanding of what Occupational Therapy is.",
Pre-Optometry Club,https://one.illinois.edu/preoptometryclub/,"Orange Student Organization
 
 - Health & Wellness, Life & Physical Sciences","The purpose of this organization shall be to acquaint its members with the many aspects of the field of optometry, as well as to familiarize them with the colleges of optometry, provide volunteer opportunities, etc.",
Pre-PA Latino Minority Association,https://one.illinois.edu/PrePALatinoMinorityAssociation/,"Orange Student Organization
 
 - Community Service & Philanthropy, Identity & Culture, Health & Human Sciences","Pre-PA Latino Minority Association focuses on encouraging and educating Latino students on the Physician Assistant career path. This is to be done through informational presentations, fundraisers, meetings with PA programs and students, and more. This RSO is open to all students on campus interested in learning more about PA school, planning on attending PA school, or planning on entering any other health related field.",
Pre-Pharmacy Club,https://one.illinois.edu/PrePharmacyClub/,"Orange Student Organization
 
 - Health & Wellness","The Pre-Pharmacy Club serves to inform Pre-Pharmacy students among the undergraduate population of UIUC about the pharmacy profession and provide an enjoyable and educational environment in which all students can interact, network, and explore many health care opportunities within the Pharmaceutical field",
Pre-Physical Therapy Club,https://one.illinois.edu/PrePhysicalTherapyClub/,"Orange Student Organization
 
 - Health & Wellness","The Pre-Physical Therapy Club at the University of Illinois at Urbana-Champaign is committed to
informing students about physical therapy and preparing them for further schooling.
Additionally, it provides students with an environment to network with others sharing similar
career goals.",
Pre-Physician Assistant Club,https://one.illinois.edu/PrePhysicianAssistantClub/,"Orange Student Organization
 
 - Health & Wellness","The University of Illinois Urbana Champaign's Pre-Physician Assistant club focuses on getting undergraduate students prepared for Physician Assistant school. We meet multiple times every month with meetings that include general information, presentations from PA Program representatives, discussions with actual PA students, and much more. We also organize events for students to earn patient care hours, give back to the Champaign community, socialize with other Pre-PA Students, and fundraise for a variety of charitable causes. Our executive team organizes social, philanthropic, and volunteer opportunities throughout the school year. Our club is open to anyone who is interested in entering the health field as a career.",
Pre-Vet Club,https://one.illinois.edu/PreVetClub/,"Orange Student Organization
 
 - Veterinary",To give our members a fuller understanding and greater appreciation of the study of veterinary medicine by creating as many opportunities and experiences for our members as possible. We also strive to create a strong and supportive community of pre-vet students!,
Prime Mergers & Acquisitions,https://one.illinois.edu/PrimeMergersAcquisitions/,"Orange Student Organization
 
 - Business",The purpose of this organization is to help inform underclassmen of investment banking and expose them to more applied financial concepts.,
Product Space UIUC,https://one.illinois.edu/ProductSpace/,"Orange Student Organization
 
 - Business, Information & Data Sciences, Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","Our mission is to provide product strategy consulting services to technology firms.
Product Space is a national community and we aim to bring a chapter of Product Space to the
UIUC campus. Our core value are community, empathy, and growth. We envision Product Space
as an opportunity for emerging professionals to do impactful work at UIUC and beyond. Our
members are exposed to a range of topics within product strategy and design consulting while
embodying our values of community, growth, and empathy. We understand that success looks
different for everyone and welcome diversity of thought.",
Production Medicine Club,https://one.illinois.edu/ProductionMedicineClub/,"Blue Student Organization
 
 - Veterinary","To conduct educational, social and recreational activities to students interested in Production Animal Veterinary Medicine.
To provide beneficial material towards education for those interested in Production Medicine.
To alleviate financial burden to those going off campus to find educational opportunities to further enhance their education.",
Program for Animal Welfare Through Service at Illinois,https://one.illinois.edu/ProgramforAnimalWelfareThroughServiceatIllinois/,"Blue Student Organization
 
 - Advocacy & Activism, Agricultural, Community Service & Philanthropy, Life & Physical Sciences, Social & Leisure, Veterinary","PAWS serves to provide hands-on opportunities for students looking for animal experience in the Urbana-Champaign area. We foster a community of individuals passionate about animal science welfare and advocacy through active service in local organizations. Our goal is to provide easily accessible animal-related opportunities to all students, regardless of background or experience.",
Project 4 Less,https://one.illinois.edu/Project4Less/,"Orange Student Organization
 
 - Community Service & Philanthropy, Environmental & Sustainability","Project 4 Less is a student-led Food Recovery Program at the University of Illinois at
Urbana-Champaign (UIUC). Our goal is to reduce food waste in University Dining Halls while
simultaneously reducing food insecurity in the surrounding community.","- meet others who care about food waste
- make a difference in the local community
- gain volunteer hours
- become part of a YMCA-affiliated org"
Project Code UIUC,https://www.projectcodeuiuc.org/,"Orange Student Organization
 
 - Information & Data Sciences, Technology, Engineering & Mathematics","Explore areas of computer science like app / web development, data science, machine learning, virtual reality / augmented reality, and game development with groups of like-minded peers at UIUC! Join us to work with a Project Manager (PM) and a group of 5-10 students and spend the semester or year working on a project centered around your area of interest (web dev, data science, etc.).",
Project Haflinger,https://one.illinois.edu/projecthaflinger/,"Orange Student Organization
 
 - Agricultural, Community Service & Philanthropy, Environmental & Sustainability","To offer a unique volunteer experience at Haflinger Haven, an off-campus horse sanctuary, where members engage in hands-on horse care and interaction. Most of our proceeds will directly support the refuge and its dedicated owner.","1) Voting Rights
2) Ability to travel with RSO
3) Free admission to RSO events
4) Volunteer hours
5) Collaborations with other RSOs"
Project Taqwa UIUC,https://one.illinois.edu/ProjectTaqwa/,"Orange Student Organization
 
 - Faith, Religion & Spirituality, Health & Wellness, Identity & Culture","As defined by the national board, Project Taqwa’s primary mission is to address the mental health needs of Muslims in a culturally sensitive and appropriate manner. Project Taqwa UIUC aims to reduce the stigma surrounding mental illness in the Muslim community at UIUC by providing high-quality educational events, resource compilation, media production, and community support efforts.","Access to mental health resources
Open to any and all students regardless of faith
Monthly events dedicated to improving mental health"
Prospanica,https://one.illinois.edu/Prospanica/,"Orange Student Organization
 
 - Business, Identity & Culture","Prospanica at University of Illinois at Urbana - Champaign to
create an entrepreneurial and professional mindset by inspiring, educating, and practicing. Every
Prospanica at UIUC member will graduate with the skills necessary to execute their
entrepreneurship aspirations.We will collaborate with other pre-professional organizations for
professional projects, panels, fundraisers and mor",
Psi Eta Mu - iSchool Professional Fraternity,https://one.illinois.edu/PsiEtaMu/,"Orange Student Organization
 
 - Information & Data Sciences","Psi Eta Mu is dedicated to fostering growth, leadership, and professionalism in the field of Information Sciences. Through academic engagement, technical development, and community involvement, our members prepare to lead in areas like data, design, and technology. As the nation’s first and only fraternity for Information Sciences, we take pride in shaping a collaborative and forward-thinking community for future innovators.",
Psi Upsilon Omicron,https://one.illinois.edu/PsiUpsilonOmicron/,"Orange Student Organization
 
 - Community Service & Philanthropy, Social & Leisure, Social Fraternities & Sororities","The objects of this Fraternity for which we stand united are: (1) To make a significant contribution to the colleges and universities with which its undergraduate and alumni members are associated, to the communities in which its members reside, and to the great countries of the United States of America and Canada; (2) To promote the adoption of significant life goals by its members, together with plans for their fulfillment; (3) The promotion of the highest moral, intellectual, and social excellence and educational standards in all its members; and (4) The union of all its members in a firm and enduring friendship and true brotherhood for life.",
"Psicología, Avance, Sociedad, Oportunidades, y Servicio",https://one.illinois.edu/psicologiaavancesociedadoportunidadesyservicio/,"Blue Student Organization
 
 - Identity & Culture","PASOS, meaning “steps” in Spanish, represents the journey of growth, progress, and support we take together as students. Our organization is open to all UIUC students, especially those in the College of Liberal Arts & Sciences—who are interested in psychology, mental health, and serving the Latine community. Each letter of PASOS stands for a step: advancing knowledge in Psicología, building Avance through education, strengthening Sociedad (community), creating Oportunidades, and centering Servicio (service). Through these steps, we aim to empower underrepresented voices, promote cultural awareness, and create an inclusive space where students can learn, connect, and thrive academically, personally, and professionally.",
Psych Bites Undergraduate Psychology Journal,https://one.illinois.edu/psychbitesundergraduatepsychologyjournal/,"Orange Student Organization
 
 - Education, Pedagogy & Instruction, Social & Behavioral Sciences","Psych Bites serves to:
i. Publish at minimum one high-quality, peer-reviewed issue per academic year to educate on research developments in the University of Illinois psychology community and/or the broader psychology community.
ii. Provide opportunities for professional growth of its members through the inclusion of featured guest speakers, writer’s workshops, leadership experiences, and scholarly publication.
iii. Foster connections with the broader University of Illinois student body through events welcoming of members and non-members and events in collaboration with established RSOs.
iv. Promote equity in mental health through philanthropy and/or volunteering events.",
Psychology Research and Community Club,https://one.illinois.edu/psychologyresearchandcommunityclub/,"Orange Student Organization
 
 - Health & Wellness, Social & Behavioral Sciences","Our mission is to provide club members with research experience. Through research conducted in the club, members will familiarize themselves with the process of posing a research question, collecting data, analyzing data, and advocating for mental health using the data. In addition, PRACC will teach members how to hold conversations with empathy using different frameworks of psychotherapy.",
Psychology Survey Club,https://one.illinois.edu/psychologysurveyclub/,"Orange Student Organization
 
 - Education, Pedagogy & Instruction, Information & Data Sciences, Social & Behavioral Sciences","To create a positive, welcoming, and low-stakes social environment to explore one's psychology oriented interests in a project-based format.",
Public Interest Law Foundation,https://one.illinois.edu/PublicInterestLawFoundation/,"Orange Student Organization
 
 - Law","The Public Interest Law Foundation is an organization of alumni, students and faculty of the University of Illinois, College of Law. It was created fie two purposes: to encourage law students and alumni to pursue public interest law work and help make it financially feasible for them to do so.",
Public Policy Leaders,https://one.illinois.edu/publicpolicyleaders/,"Orange Student Organization
 
 - Advocacy & Activism, Ideology & Politics, Law","Public Policy Leaders is an organization at UIUC dedicated to helping students
navigate careers in public policy, especially for those not following the traditional law school
pathway. Our mission is to provide valuable insights into various policy careers through events
with faculty, government officials, and industry professionals. We also offer professional
development workshops, including resume writing and LinkedIn sessions, in collaboration with
the Career Center. Through hands-on experiences such as case studies, we encourage students to
explore critical policy issues, develop leadership skills, and contribute to bipartisan solutions.
Open to all majors, our club fosters an inclusive environment that values diverse perspectives,
welcoming all students passionate about shaping the future of public policy to join us.",
Puerto Rican Student Association,https://one.illinois.edu/puertoricanstudentassociation/,"Orange Student Organization
 
 - Advocacy & Activism, Education, Pedagogy & Instruction, Identity & Culture","Our mission as the Puerto Rican Student Association is to provide a sense of community and uplift Puerto Ricans here on campus. We want to educate, promote, and celebrate Puerto Rican Culture. We hope to bridge the Puerto Ricans across the diaspora to reconnect to our histories, culture, and each other.",Customized accessories and clothing for members and connections to cultural programs. A voice for all members to speak out on any issues or topics about Puerto Rico.
Pulse,https://one.illinois.edu/Pulse/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering",Shall be to create a conference focused on Electrical and Computer Engineering.,
Quant,https://one.illinois.edu/Quant/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics","Website: https://www.quantillinois.com
Discord: https://discord.com/invite/xnjdcgteKR",
Queer Book Club,https://linktr.ee/qbcuiuc,"Blue Student Organization
 
 - Identity & Culture, Social & Leisure","The Queer Book Club serves as a place to explore and discuss LGBTQ+ representation in media, with a specific focus on meaningful queer representation in literature. The Queer Book Club strives to provide opportunities for student connection and an accepting and supportive environment to discuss the diversity of queer experiences.",
Queer Wellness at Illinois,https://one.illinois.edu/queerwellness/,"Orange Student Organization
 
 - Community Service & Philanthropy, Health & Wellness, Identity & Culture, Social & Leisure","To help queer people at the University of Illinois to have a place to improve their mental, emotional, and physical wellbeing.",
Raas Mania,https://one.illinois.edu/RaasMania/,"Orange Student Organization
 
 - Identity & Culture, Performance Arts","To organize a cultural show that preserves and spreads the India cultural
dance of Garba Raas while spreading awareness to the beauty of the
artform.
To invite students from across the country to participate in an
intercollegiate interactive competition.
To facilitate conversation, in regards to Indian culture, that broadens the
perspective of our fellow students, faculty, Champaign-Urbana community
and students from across the country.",
Re: verie,https://one.illinois.edu/Reverie/,"Orange Student Organization
 
 - Athletic & Recreation, Performance Arts, Social & Leisure","Re: verie serves as the only non-audition K-pop dance club on campus. Re: verie aims to make dance fun and available to students who may not have the time or years of experience for a competitive team. Additionally, Re: verie provides a space to meet people with similar interests.",Members of Re: verie will have free admission to all Re: verie events.
REACH,https://one.illinois.edu/REACH/,"Blue Student Organization
 
 - Business, Media Arts, Social & Leisure","Illini influencers work to empower all types of students to connect with fashion and
beauty companies to tailor their personal brand using social media platforms. Regardless of the
student’s current social media footprint, the organization commoves students to use different
social media platforms to amplify their following.",
Reaching Across Classes,https://one.illinois.edu/ReachingAcrossClasses/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Identity & Culture, Social & Leisure","To help freshmen students of color transition into college smoothly also while working closely with them to make sure they will be ready for the academic and social demands they encounter. Within this program, each student will be assigned a mentor, given resources and opportunities, and be able to go to programs/events/volunteering engagements that will give them important information and experience that can help them in the future.","- Become a leader on campus through mentorship and involvement.
- Fellowship with other members of your community through enjoyable social and informative events.
- Get the opportunity to be creative in bringing new events for students to enjoy."
Real Estate Law Society,https://one.illinois.edu/RealEstateLawSociety/,"Orange Student Organization
 
 - Law","The purpose of RELS is to build connections, foster discussion and enhance learning about the various ways the law intersects with real estate. It seeks to connect like-minded individuals to explore their interests on the many matters and stakeholders in the real estate field.
The club aims to accomplish this goal by way of regular meetings, guest speakers, social events, and email newsletter.",
Recreational Volleyball,https://one.illinois.edu/RecreationalVolleyball/,"Orange Student Organization
 
 - Athletic & Recreation",The Club serves to provide an opportunity for its members to play casual yet competitive volleyball on a consistent basis.,
RecruitME,https://one.illinois.edu/RecruitME/,"Orange Student Organization
 
 - Education, Pedagogy & Instruction, Technology, Engineering & Mathematics","RecruitME is a 6-week bootcamp designed for second-semester mechanical
engineering sophomores to gain the skills, experience, and confidence needed to secure competitive internships. Our mission is to bridge the gap between academic learning and industry expectations through hands-on technical workshops, resume and interview prep, peer mentorship, and guest speaker events featuring engineers and recruiters from top companies. We aim to build a supportive, career-focused community that empowers students to take ownership of their professional development early on.",
Red Bison Ecological Restoration,https://redbisonwiki.wordpress.com/about/,"Blue Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Environmental & Sustainability, Health & Wellness, Social & Leisure","Red Bison is dedicated to championing environmental justice and stewarding healthy ecosystems within and beyond the University of Illinois campus. We strive not only to restore and maintain the natural environment but also to confront systemic issues. Together, we work towards a harmonious coexistence between nature and society, grounded in principles of solidarity and collective action.",
Reformed University Fellowship,https://one.illinois.edu/ReformedUniversityFellowship/,"Orange Student Organization
 
 - Faith, Religion & Spirituality","Our mission is to grow with students in faith, community, and friendship.",
Remote Area Medical Chapter at UIUC,https://one.illinois.edu/remoteareamedical/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Health & Wellness, Identity & Culture","The RAM Chapter at UIUC serves to reduce pain and ease suffering by offering free, high-quality healthcare to those in need. At the University of Illinois, we strive to be leaders in operating clinics that improve the quality of life by delivering care to impoverished, isolated, and underserved communities.",
Retrieval Augmented Generation @ UIUC,https://one.illinois.edu/retrievalaugmentedgeneration/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics","RAG@UIUC serves to Focus on educating the students about AI,Databases and how information retrieval takes place for AI models. Through
education lectures and projects we will encourage students to build out AI projects for different use cases.","1)Allowed to attend weekly lectures
2)Take part in semester long projects
3)Network with professionals"
Retrocomputing and Hardware at Illinois,https://one.illinois.edu/RetrocomputingandHardware/,"Orange Student Organization
 
 - Social & Leisure, Technology, Engineering & Mathematics","Retrocomputing and Hardware at Illinois serves as the place for enthusiasts of retrocomputing and other old technology at University of Illinois to share, learn, and have fun enjoying the hobby. Our primary topic of focus is computing hardware, but anyone interested in retro audio, video, gaming, and photography will feel right at home in our weekly meetings. For more ambitious members, we undertake projects aimed at repairing and maintaining old hardware for preservation, and we have FPGA projects targeting emulation as a form of enrichment and coursework preparation.","Access to RSO resources: computer hardware, repair, emulation, and development equipment (such as FPGAs)
Hang out with an easygoing community of retro-tech enthusiasts"
Revamp,https://revamp-uiuc.github.io,"Blue Student Organization
 
 - Business, Education, Pedagogy & Instruction, Information & Data Sciences, Technology, Engineering & Mathematics","Revamp is a student-run technology consulting club centered around Agentic AI and Data Analytics. The organization exists for two main purposes: to provide consulting services for client projects, and to create educational opportunities for companies and students through application-based pedagogy. Revamp’s mission is to not only leverage the ever-evolving industry by observing and adapting to fast-paced traction of the technological frontiers, but also to give students a nurturing platform to learn industry-grade AI and Data solutions beyond classrooms.",
"Rho Epsilon, Student Real Estate Association",https://one.illinois.edu/RhoEpsilon/,"Orange Student Organization
 
 - Business","The University of Illinois Rho Epsilon Student Real Estate Association offers students a practical, hands-on, experience in commercial real estate. We expose members to diverse career paths within the industry, introduce students to industry specific knowledge, and grow connections with professionals, providing invaluable networking opportunities that enhance their education and future career prospects in Real Estate.",
Robobrawl,https://one.illinois.edu/Robobrawl/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","The Robobrawl Committee organization aims to foster and serve the robotics community
by providing opportunities for students and community members to learn about and participate in
combat robotics. Over the course of the year, we host weekly workshops in order to discuss the
basics and introduce newcomers to the art of combat robotics. Furthermore we host build
sessions exclusively for our members to aid in the construction of their robots with technical
support, guidance and materials, as well as free viewing of the 30lb Robobrawl competition.
Additionally we provide professional experiences within our organization, through
various technical projects to improve upon the competition. These are worked on throughout the
year and improve the quality of the competition.
We give back to our community by allowing free participation and attendance to our 1lb
competitions to local hobbyists and students, further fostering a combat robotics community
within UIUC. These are hosted multiple times throughout the year.","Ability to participate in the Robobrawl 30lb competition without payment
Exclusive build and help sessions by experienced members for 1lb combat robots
Priority registration for all Robobrawl Combat Robotics events"
Rocky Horror UIUC,https://one.illinois.edu/rockyhorroruiuc/,"Orange Student Organization
 
 - Performance Arts","Rocky Horror UIUC serves to host semesterly screenings of The Rocky Horror Picture Show (RHPS) on campus. Since the 1970s, theaters have screened RHPS with shadow casts reenacting the film in real time before a lively audience. Rocky Horror UIUC screenings feature a shadow cast performed and put on by students. Students will have the opportunity to be in either/both the cast or/and production team and engage in a collaborative process to host The Rocky Horror Picture Show for our campus community. Rocky Horror UIUC offers students a space to be creative and contribute regardless of prior theater experience. We are here to spread our love of The Rocky Horror Picture Show and have fun doing it.",
Root to Roof,https://one.illinois.edu/RoottoRoof/,"Orange Student Organization
 
 - Community Service & Philanthropy, Environmental & Sustainability","Root to Roof is a student-led design-build organization serving the Central Illinois
community. Our mission is to engage future architects to think critically about locally harvested
lumber, hand-crafting, and the principles of sustainability through active project planning and
participation.
The organization will start with small-scale intervention projects. Root to Roof eventually aims
to create quality, energy efficient large-scale solutions to solve for issues of homelessness and
poverty in the local area.",
Roselle,https://one.illinois.edu/Roselle/,"Orange Student Organization
 
 - Identity & Culture, International, Performance Arts","[Roselle] serves as the/to create a close and positive bonding in the university
community through dancing and spread Chinese culture via performances.",
Rube Goldberg Society,https://one.illinois.edu/RubeGoldbergSociety/,"Orange Student Organization
 
 - Media Arts, Social & Leisure, Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","We are a group of 20 undergrad and graduate students building a Rube Goldberg Machine to compete in the National Rube Goldberg Machine Competition hosted at Purdue University. Through creating the machine, members experience iterative design techniques in a creative environment. Members also have the opportunity to engage in community education in teaching simple machines and basic chain reactions to local elementary schoolers.",
Rural Area Student Initiative,https://one.illinois.edu/RuralAreaStudentInitiative/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Education, Pedagogy & Instruction, Identity & Culture","RASI exists to extend resources to rural high school students that are interested in pursuing
higher education. In addition, RASI will serve as a space for rural college students to support one
another as they adjust to the university environment.",
Russian Speaking Organization,https://one.illinois.edu/RussianSpeakingOrganization/,"Orange Student Organization
 
 - Identity & Culture, International, Social & Leisure","Russian Speaking Organization serves as the union for Russian speakers on
campus. Our goal is to bring awareness to Russian-speaking countries’ culture, history and
traditions, and to form a community for Russian native speakers and those who are learning or
interested in learning Russian.",
Salaam Middle East & North Africa (MENA) Cultural Center,https://salaam.illinois.edu/,"Student Affairs Departments & Programs
 
 - Identity & Culture, International","The mission and vision of the Salaam Middle East & North Africa (MENA) Cultural Center are to provide a home for a border-fluid MENA community and to inspire holistic student success, inclusion, and belonging. By fostering the development of critical, intercultural citizens and global leaders who are better equipped to read and engage our complex and nuanced world, we hope to leave our communities better places than we found them.",
Saudi Students Association,https://one.illinois.edu/SaudiStudentsAssociation/,"Orange Student Organization
 
 - Identity & Culture","The Saudi Students Association (SSA) at the University of Illinois Urbana-Champaign is dedicated to
creating a welcoming community that celebrates Saudi culture, supports Saudi students, and fosters crosscultural understanding. We aim to represent and advocate for Saudi students on campus, provide social,
cultural, and academic support, and organize events that promote Saudi heritage and traditions. Our goal
is to build bridges between Saudi students and the wider university community, while inspiring
leadership, service, and unity among our members. Through our activities, we strive to create a vibrant
and inclusive environment where all students feel connected, supported, and proud to share their culture.",
Save the Children Action Network at University of Illinois at Urbana Champaign,https://one.illinois.edu/SavetheChildrenActionNetwork/,"Orange Student Organization
 
 - Advocacy & Activism",SCAN UIUC’s purpose is spreading awareness and advocating in support of issues affecting children worldwide. We’re building bipartisan will and voter support to make sure every child in the U.S. has access to high-quality early learning and that children in conflict-affected areas are protected.,
Scandinavian Club,https://one.illinois.edu/ScandinavianClub/,"Orange Student Organization
 
 - Identity & Culture, International","Scan club serves as a way for University of Illinois students to engage with Scandinavian
culture and identity through interacting with various traditions, foods, film, as well as
language. The club is open to those with family ties to Scandinavia, native speakers, or
those who are hoping to learn more about the culture. All are welcome!",
Secular Student Alliance,https://one.illinois.edu/secularstudentalliance/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Identity & Culture, Ideology & Politics, Social & Leisure","The UIUC SSA serves to bring about a society in which the ideals of scientific rationality, secularism, and human based ethics flourish. Whereas many other organizations already exist to spread these values to off-campus populations, the UIUC Secular Student Alliance focuses on fostering these values among college students. The UIUC Secular Student Alliance specifically seeks to organize, unite, educate and serve students and student communities that promote the ideals of scientific rationality, secularism, and human based ethics.",
Security Studies Group,https://one.illinois.edu/SecurityStudiesGroup/,"Orange Student Organization
 
 - Identity & Culture","ACDIS SSG aims to establish a pre-professional network assisting members with
making connections, finding internships and research opportunities, making
available visits from recruiters, utilizing campus resources, etc
ACDIS SSG aims to develop members’ skills by offering training, intelligence and
defense-related simulation practice, leadership opportunities and more
ACDIS SSG aims to facilitate a collaborative environment by planning group
socials, outings, and other such activities that contribute to the development of
“espirit de corps”",
Serbian Student Association,https://one.illinois.edu/SerbianStudentAssociation/,"Orange Student Organization
 
 - Identity & Culture","The Serbian Student Association is a cultural organization that serves as an inclusive community for native Serbian speakers, students with Serbian heritage, and individuals interested in Serbian culture and language. The SSA’s mission also stands to bring awareness of Serbian culture, traditions, and history in the United States to the University of Illinois at Urbana-Champaign.",
SGI Buddhists for World Peace,https://one.illinois.edu/SGIBuddhistsforWorldPeace/,"Blue Student Organization
 
 - Faith, Religion & Spirituality","SGI Buddhists for World Peace (SGI-BWP) serves as the place for the
students who want to study Nichiren Buddhism and learn the philosophy of Buddhist
philosopher, peace-builder, educator, and writer, Daisaku Ikeda, who has received 401 academic
honors as of 2023. The fundamental purpose of the SGI-BWP is to help students unlock their
hidden potential and achieve creative harmony with their environment through the philosophy
and practice of Nichiren Buddhism in the SGI-USA. This is the ultimate expression of individual
empowerment – that each student can transform the inevitable challenges of daily life into
sources of growth and fulfillment and become a positive influence in his or her school,
workplace, family and community. By promoting and understanding of how Nichiren Buddhism
can be applied to the challenges of modern living, our activities contribute to the development of
peace, culture, and education within society, inspire respect for cultural diversity and human
rights, and encourage the protection of nature and the environment.",
Sharing Smiles with Hospice Patients,https://one.illinois.edu/sharingsmileswithhospicepatients/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Education, Pedagogy & Instruction, Health & Wellness","Sharing Smiles with Hospice Patients UIUC has three main goals:
1) To function as a support system for students currently involved with hospice volunteering by building community on our campus.
2) To educate our student body by fostering a safe and welcoming environment for students of all majors to learn about hospice and palliative care.
3) To help support volunteers and their hospice patients by making cards/crafts for patients, and by filming legacy videos for them to preserve their stories.","Members of Sharing Smiles with Hospice Patients UIUC will have the following benefits within the organization:
1) Ability to apply for leadership positions within the organization.
2) Volunteering opportunities on and off campus."
She's the First UIUC,https://one.illinois.edu/ShestheFirst/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy",This student organization raises funds and awareness for girls' education in low-income countries across the globe. Proceeds are sent directly to the national She’s the First organization at the end of each school year.,
Sibshops UIUC,https://one.illinois.edu/Sibshops/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Health & Wellness","The Sibshops UIUC serves as a program and movement designed to support the siblings of individuals with special needs or disabilities. The mission of Sibshops is to create a safe and supportive space where these siblings, often referred to as ""sibs,"" can come together to connect with others who share similar experiences, gain information and insights, and build essential life skills. The goals of a Sibshops UIUC is to provide support, education, connection, skill-building, fun and advocacy to the Champaign-Urbana community.","1) Ability to hold a chair/executive board position
2) Ability to create connections with Champaign-Urbana community
3) Free admission to Sibshops facilitator training"
Sigma Alpha Epsilon Fraternity,https://one.illinois.edu/SigmaAlphaEpsilon/,"Blue Student Organization
 
 - Social & Leisure, Social Fraternities & Sororities","The mission of Sigma Alpha Epsilon is to promote the highest standards of friendship, scholarship, and service by our members based upon the ideals set forth by our Founders and as specifically enunciated in ""The True Gentleman.""",
Sigma Alpha Iota International Music Fraternity for Women,https://one.illinois.edu/SigmaAlphaIota/,"Orange Student Organization
 
 - Performance Arts","THE MISSION OF Sigma Alpha Iota International Music Fraternity IS TO
ENCOURAGE, NURTURE, AND SUPPORT THE ART OF MUSIC.",
