major_minor,course_id,course_code,course_name,description,credits_min,credits_max,prerequisites,corequisites,postrequisites,schedule_link,notes
Neural Engineering,5179,MATH 231,Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Course Information: Prerequisite: MATH 220 or MATH 221. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, PHYS211 MATH241 BIOE210,https://courses.illinois.edu/schedule/terms/MATH/231,
Neural Engineering,5180,PHYS 211,University Physics: Mechanics,"Newton's Laws, work and energy, static properties and fluids, oscillations, transverse waves, systems of particles, and rotations. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 211 and PHYS 101. Prerequisite: Credit or concurrent registration in MATH 231. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,MATH231, PHYS212,https://courses.illinois.edu/schedule/terms/PHYS/211,
Neural Engineering,5213,CS 101,Intro Computing: Engrg & Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Course Information: Prerequisite: One of MATH 220 or MATH 221 or MATH 231 or MATH 241. Class Schedule Information: Students must register for one lab-discussion and one lecture section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, BIOE210 BIOE205,https://courses.illinois.edu/schedule/terms/CS/101,
Neural Engineering,5210,CHEM 104,General Chemistry II,"Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Course Information: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry.           Class Schedule Information: All students enrolled in CHEM 104 should also enroll in CHEM 105. Students must register for a combination of one lecture and one quiz section beginning with the same letter.  Engineering students must obtain a dean's approval to drop this course after the second week of instruction. CHEM 104 and CHEM 105 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit.",3,3,CHEM102 CHEM202,, CHEM105 MCB250 CHEM232,https://courses.illinois.edu/schedule/terms/CHEM/104,
Neural Engineering,5211,CHEM 105,General Chemistry Lab II,Laboratory studies to accompany CHEM 104. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103; credit or concurrent registration in CHEM 104 is required. Class Schedule Information: CHEM 105 is the laboratory course that accompanies CHEM 104. Engineering students must obtain a dean's approval to drop this course after the second week of instruction. CHEM 104 and CHEM 105 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit.,1,1,CHEM102 CHEM103 CHEM104,CHEM104, CHEM232,https://courses.illinois.edu/schedule/terms/CHEM/105,
Neural Engineering,5175,RHET 105,Writing and Research,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Course Information: Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112. Class Schedule Information: Students whose second language is English should take an English placement test through the Division of English as an International Language, before signing up for rhetoric. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,,,https://courses.illinois.edu/schedule/terms/RHET/105,"RHET 105(or an alternative Composition I sequence) is taken either in the first or second semester of the first year, according to the student's UIN (Spring if UIN is Odd).MCB 150is taken in the other semester. Composition I guidelines can be found atDegree and General Education Requirementsunder Written Communication Requirement."
Neural Engineering,5182,MATH 241,Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Course Information: Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,, PHYS212 MATH285,https://courses.illinois.edu/schedule/terms/MATH/241,
Neural Engineering,5183,PHYS 212,University Physics: Elec & Mag,"Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 212 and PHYS 102. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,PHYS211 MATH241,MATH241, BIOE205,https://courses.illinois.edu/schedule/terms/PHYS/212,
Neural Engineering,5463,BIOE 210,Linear Alg for Biomed Data Sci,"Using analytical and computational tools from linear algebra, students will Solve large systems of linear equations, systems of linear ODEs, and linear PDEs; Analyze large, multivariable datasets to quantify relationships between variables; Decompose complex datasets into simpler representations; Introduce and solve common problems in classification, image processing, and machine learning; Develop a geometric understanding of high-dimensional spaces. Course Information: Prerequisite: CS 101 and MATH 231. For Bioengineering majors only.",3,3,CS101 MATH231 CS124,, BIOE310 NE422 NE412,https://courses.illinois.edu/schedule/terms/BIOE/210,
Neural Engineering,5360,MCB 250,Molecular Genetics,"Fundamentals of molecular biology including structure of DNA, RNA and proteins, mechanisms of DNA replication, transcription and translation, gene organization, genetic variation and repair, and regulation of gene expression in Bacteria, and Eukarya. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Course Information: Additional fees may apply. See Class Schedule. Prerequisite: MCB 150, CHEM 102 and CHEM 104, or equivalents or consent of instructor. Class Schedule Information: For further information: www.life.illinois.edu/mcb/250. Students must register for one discussion and one lecture section.",3,3,MCB150 CHEM102 CHEM104,, MCB252,https://courses.illinois.edu/schedule/terms/MCB/250,
Neural Engineering,5456,PSYC 100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Course Information: Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4,4,,,,https://courses.illinois.edu/schedule/terms/PSYC/100,
Neural Engineering,5186,MATH 285,Intro Differential Equations,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Course Information: Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241.",3,3,MATH241 BIOE205,BIOE205, BIOE205,https://courses.illinois.edu/schedule/terms/MATH/285,
Neural Engineering,5287,CHEM 232,Elementary Organic Chemistry I,"Presents structural and mechanistic chemistry with emphasis on applications of this material to closely related areas. For students in agricultural, nutritional and biological sciences, as well as premedical, predental, and preveterinary programs. One-term survey course; may be followed by CHEM 332. Course Information: Credit is not given for both CHEM 232 and CHEM 236. 3 hours of credit is an option for those not registered in a discussion-recitation section. 4 hours of credit requires registration in a discussion-recitation section and a live lecture or an online section. Prerequisite: CHEM 104 and CHEM 105, or CHEM 204.",4,4,CHEM104 CHEM105 CHEM204 CHEM204,,,https://courses.illinois.edu/schedule/terms/CHEM/232,
Neural Engineering,5390,BIOE 205,Signals & Systems in Bioengrg,"Introduction to signals and linear systems with examples from biology and medicine. Linear systems and mathematical models of systems, including differential equations, convolution, Laplace transforms, Fourier series and transforms, and discrete representations. Class examples and coursework apply general techniques to problems in biological signal analysis, including circuits, enzyme kinematics, and physiological system analysis. Use of Matlab and Simulink software to understand more complex systems. Course Information: Prerequisite: CS 101 or CS 124, PHYS 212, and credit or concurrent registration in MATH 285.",3,3,PHYS212 CS101 MATH285 CS124,MATH285, MATH285 NE420,https://courses.illinois.edu/schedule/terms/BIOE/205,
Neural Engineering,5396,BIOE 310,Comp Tools Bio Data,"Fundamental and applied statistics, including probability distributions, parameter estimation, descriptive statistics, hypothesis testing, and linear regression. Statistical methods in genomics including sequence analysis, gene expression data analysis, human genomic variation, regulatory genomics, and cancer genomics. Course Information: Credit is not given towards graduation for both BIOE 310 and IE 300. Prerequisite: BIOE 210 or MATH 257. Students in the BS-BIOE must take BIOE 210 as the prerequisite. Class Schedule Information: Departmental approval required for non-majors.",3,3,BIOE210 MATH257,, NE422 NE412,https://courses.illinois.edu/schedule/terms/BIOE/310,
Neural Engineering,5284,MCB 252,"Cells, Tissues & Development","Functional organization and physiology of cells and tissues, including cellular signaling, cellular interactions, and developmental processes. Students who enter the University Fall 2011 or later are responsible for additional course-based tuition of $300 unless they are already paying differential tuition during the term of course enrollment. Course Information:  Additional fees may apply. See Class Schedule. Prerequisite: MCB 250 or equivalent with consent of instructor. Class Schedule Information: For further information: www.life.illinois.edu/mcb/252",3,3,MCB250,, NE330,https://courses.illinois.edu/schedule/terms/MCB/252,
Neural Engineering,7423,NE 330,Neuroscience for Engineers,"Provides an introduction to the fields of Neuroscience and Neural Engineering. Content includes a systems-level overview of the central nervous system, its blood supply, and its structural and functional features, and its connection to the peripheral nervous system. The course focuses on the mechanisms by which cells create, transmit, integrate, and perceive signals to enable memory, speech, language, pain, consciousness, and mood. Neuroscience fundamentals are taught from the perspective of engineering principles that guide the development and implementation of neural technologies and enable a quantitative understanding of function through modeling. Neural engineering applications include robotics, brain and spinal cord stimulation, non-invasive brain machine interfaces, and virtual reality gamification. Neuroimaging techniques and their application for brain science, as well as the novel tools and devices used to diagnose, monitor and improve neurological function will also be discus",3,3,NE100 MCB252,, NE420 NE422 NE430 NE431,https://courses.illinois.edu/schedule/terms/NE/330,
Neural Engineering,5455,NE 410,Neural Circuits and Systems,Course Information: Same as ECE 410. See ECE 410.,3,3,,, NE402,https://courses.illinois.edu/schedule/terms/NE/410,
Neural Engineering,8244,NE 420,Neural Interface Engineering,Course Information: Same as ECE 421. See ECE 421.,3,3,ECE210 BIOE205 NE330,, NE402,https://courses.illinois.edu/schedule/terms/NE/420,
Neural Engineering,8245,NE 422,Introduction to Neuroimaging,"Basic physics and physiology associated with imaging approaches that are unlocking the secrets of organization and function in both health and disease in the human brain at both the microscale and the macroscale. From cellular structure to metabolic signals to electrical signaling, this course will cover fundamental neuroimaging techniques and provide access to representative data sets to help the student understand the types of neuroscience questions that can be answered by the technologies. From the microscale, including multiphoton microscopy, neural circuit reconstruction, and brain clearing techniques to macroscale electrophysiology, hemodynamics, and molecular imaging approaches. Students will process data from these modalities using MATLAB or other specialized analysis software. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite: BIOE 210, BIOE 310, NE 330.",3,3,BIOE210 BIOE310 NE330,, NE402,https://courses.illinois.edu/schedule/terms/NE/422,
Neural Engineering,8246,NE 412,Neural Data Analysis,"Modern technologies for recording brain activity hold the potential to enable a range of applications in neurology, neurobiology, and neuroscience in general. However, those recording technologies generate data at such scale and complexity that rigorous data analysis approaches for automatic information retrieval are required to fully leverage their potential. This course will introduce students to multiple neural data modalities (e.g., EEG and fMRI) and illustrate through examples, how modern data analysis techniques such as machine learning can be used to automatically extract meaningful information from those data. We will cover basics of neural data acquisition, preprocessing methods, data representation, dimensionality reduction, clustering, supervised learning, unsupervised learning, and some select advanced analytic concepts. This course will put equal emphasis on the understanding of analytical methods as well as practical hands-on experience, and equip the students with the es",3,3,BIOE210 BIOE310,, NE402,https://courses.illinois.edu/schedule/terms/NE/412,
Neural Engineering,8247,NE 430,Neural Cell/Tissue Engineering,"This course will expose students to engineered technologies and strategies currently used to control the behavior of cells in the nervous system, with a special emphasis placed on their applications in regenerative medicine and gene therapy. This course will first introduce students to the pathogenic mechanisms underlying many neurodegenerative and neurodevelopmental diseases, with a focus toward identifying potential opportunities for therapeutic intervention. With this foundation in place, students will then be introduced to contemporary strategies for directing the differentiation of pluripotent stem cells to neural cells and tissues, with an emphasis on the role that biomaterials can play in the process. Applications of neural tissue engineering for disease modeling and drug discovery will also be discussed. The course will then introduce students to the genetic technologies that can be used to modulate and dissect the activity of cells in the nervous system, discussing in-depth th",3,3,NE330,, NE431,https://courses.illinois.edu/schedule/terms/NE/430,
Neural Engineering,8248,NE 431,Neural Cell/Tissue Engr Lab,"This laboratory course, which serves as a companion to Neural Cell and Tissue Engineering, will provide students with a hands-on understanding of many of the concepts and techniques central to this field. Students will take part in an immersive laboratory experience centered on the biomaterial-guided directed differentiation of neural stem cells from pluripotent stem cells and their transplantation into the nervous system of a rodent model for the goal creating a functional neural graft. Cell culture, nucleic acid extraction, qPCR and immunofluorescent imaging are among the laboratory techniques that students will become proficient in. Data quantitation, methods for statistical analysis and scientific writing are emphasized. Course Information: 4 undergraduate hours. No graduate credit. Prerequisite: NE 330 or instructor consent. Concurrent enrollment or credit in NE 430 is required.",4,4,NE330,NE430, NE402,https://courses.illinois.edu/schedule/terms/NE/431,
Neural Engineering,8249,NE 402,Neural Engineering Snr Design,"This capstone course in neural engineering design is the culmination of the NE curriculum. It features market research, the development of a working prototype device or process, along with entrepreneurship in the neural engineering field. The course takes students through the identification of a problem, prototyping solutions, testing, and solution analysis for real world problems focusing on end-user value and benefit. Students will use principles of design, engineering analysis, and customer discovery. This course emphasizes effective teamwork and technical communication, intellectual property, quality, human factors, FDA regulation, professionalism, and ethics. The overall goal of the course is to prepare the students for careers in Neural engineering. Course Information: 4 undergraduate hours. No graduate credit. Prerequisite: NE 410/ECE 410, NE 420/ECE 421, NE 422. Concurrent enrollment or previous credit in both NE 412 and NE 431 is required.",4,4,NE410 NE420 ECE410 ECE421 NE422 NE412 NE431,NE412 NE431,,https://courses.illinois.edu/schedule/terms/NE/402,
Physics,5224,PHYS 110,Physics Careers,"Exploration of careers founded on physics undergraduate training. Introduction to the Physics Department, faculty, research and curricula. Outside speaker presentations. Course Information: Approved for S/U grading only.",0,0,,,,https://courses.illinois.edu/schedule/terms/PHYS/110,
Physics,5172,MATH 221,Calculus I,"First course in calculus and analytic geometry for students with some calculus background; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Course Information: Credit is not given for both MATH 221 and either MATH 220 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/ and either one year of high school calculus or a minimum score of 2 on the AB Calculus AP exam. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,, MATH231 CS101 MATH257,https://courses.illinois.edu/schedule/terms/MATH/221,MATH 220may be substituted.MATH 220is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.
Physics,5178,ENG 100,Engineering Orientation,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project. Class Schedule Information: First-year students should enroll in the section corresponding to their major.",1,1,,,,https://courses.illinois.edu/schedule/terms/ENG/100,External transfer students takeENG 300.
Physics,5173,CHEM 102,General Chemistry I,"For students who have some prior knowledge of chemistry. Principles governing atomic structure, bonding, states of matter, stoichiometry, and chemical equilibrium. Course Information: Credit is not given for both CHEM 102 and CHEM 202. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit in or exemption from MATH 112; one year of high school chemistry or equivalent. All students enrolled in CHEM 102 should also enroll in CHEM 103. Class Schedule Information: Students must register for a combination of one lecture and one quiz section beginning with the same letter.",3,3,,CHEM103, CHEM103,https://courses.illinois.edu/schedule/terms/CHEM/102,
Physics,5174,CHEM 103,General Chemistry Lab I,Laboratory studies to accompany CHEM 102. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 103 and CHEM 203. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit or concurrent registration in CHEM 102 is required. Class Schedule Information: CHEM 103 is the laboratory course that accompanies CHEM 102. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.,1,1,,CHEM102, CHEM102,https://courses.illinois.edu/schedule/terms/CHEM/103,
Physics,5175,RHET 105,Writing and Research,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Course Information: Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112. Class Schedule Information: Students whose second language is English should take an English placement test through the Division of English as an International Language, before signing up for rhetoric. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,,,https://courses.illinois.edu/schedule/terms/RHET/105,"RHET 105(or an alternative Composition I sequence) is taken either in the first or second semester of the first year, according to the student's UIN (Spring if UIN is Odd). General Education Elective is taken the other semester. Composition I guidelines can be found atDegree and General Education Requirementsunder Written Communication Requirement."
Physics,5180,PHYS 211,University Physics: Mechanics,"Newton's Laws, work and energy, static properties and fluids, oscillations, transverse waves, systems of particles, and rotations. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 211 and PHYS 101. Prerequisite: Credit or concurrent registration in MATH 231. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,MATH231, PHYS212 PHYS213,https://courses.illinois.edu/schedule/terms/PHYS/211,
Physics,5179,MATH 231,Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Course Information: Prerequisite: MATH 220 or MATH 221. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, PHYS211 MATH241,https://courses.illinois.edu/schedule/terms/MATH/231,
Physics,5213,CS 101,Intro Computing: Engrg & Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Course Information: Prerequisite: One of MATH 220 or MATH 221 or MATH 231 or MATH 241. Class Schedule Information: Students must register for one lab-discussion and one lecture section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, MATH257,https://courses.illinois.edu/schedule/terms/CS/101,Students can substituteCS 124.
Physics,5183,PHYS 212,University Physics: Elec & Mag,"Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 212 and PHYS 102. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,PHYS211 MATH241,MATH241, PHYS225 PHYS214,https://courses.illinois.edu/schedule/terms/PHYS/212,
Physics,5182,MATH 241,Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Course Information: Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,, PHYS212 PHYS213 MATH285,https://courses.illinois.edu/schedule/terms/MATH/241,
Physics,5225,PHYS 225,Relativity & Math Applications,"Theory of Special Relativity, with applications to kinematics and dynamics. Key mathematical methods as they apply to aspects of electromagnetic theory and classical mechanics, including vector analysis, series expansions, matrices, Fourier analysis, partial differentiation, three-dimensional calculus, and simple differential equations. Course Information: Prerequisite: Credit or concurrent registration in PHYS 212.",2,2,PHYS212,PHYS212, PHYS325,https://courses.illinois.edu/schedule/terms/PHYS/225,
Physics,5187,PHYS 213,Univ Physics: Thermal Physics,"First and second laws of thermodynamics including kinetic theory of gases, heat capacity, heat engines, introduction to entropy and statistical mechanics, and introduction to application of free energy and Boltzmann factor. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 213 and PHYS 101. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). PHYS 213 meets only during part of the term; check the meeting dates. Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",2,2,PHYS211 MATH241,MATH241,,https://courses.illinois.edu/schedule/terms/PHYS/213,
Physics,5186,MATH 285,Intro Differential Equations,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Course Information: Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241.",3,3,MATH241 BIOE205,BIOE205, PHYS325 PHYS435,https://courses.illinois.edu/schedule/terms/MATH/285,MATH 285may be replaced by bothMATH 441andMATH 442.
Physics,5226,PHYS 214,Univ Physics: Quantum Physics,"Interference and diffraction, photons and matter waves, the Bohr atom, uncertainty principle, and wave mechanics. A calculus-based course for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 214 and PHYS 102. Prerequisite: PHYS 212. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). PHYS 214 meets only during part of the term; check the meeting dates. Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",2,2,PHYS212,, PHYS486,https://courses.illinois.edu/schedule/terms/PHYS/214,
Physics,5227,PHYS 325,Classical Mechanics I,"Kinematics and dynamics of classical systems, including a review of Newtonian kinematics and dynamics. Three dimensional motion, variable mass, and conservation laws; damped and periodically driven oscillations; gravitational potential of extended objects and motion in rotating frames of reference; Lagrangian and Hamiltonian mechanics. Course Information: Prerequisite: PHYS 225; credit or concurrent registration in MATH 285 or MATH 286. Class Schedule Information: Register for the lecture and for one of the discussion sections.",3,3,PHYS225 MATH285 MATH286,MATH285 MATH286, PHYS435,https://courses.illinois.edu/schedule/terms/PHYS/325,
Physics,5231,PHYS 435,Electromagnetic Fields I,"Static electric and magnetic fields, their interactions with electric charge and current, and their transformation properties; the effect of special relativity is incorporated. Macroscopic fields in material media are described. Register for the lecture and one of the discussion sections. Course Information: 3 undergraduate hours. 3 graduate hours. Prerequisite: MATH 285; PHYS 325. Credit or concurrent enrollment in MATH 257.",3,3,MATH285 PHYS325,MATH415, PHYS486,https://courses.illinois.edu/schedule/terms/PHYS/435,
Physics,7266,MATH 257,Linear Algebra w Computat Appl,"Introductory course incorporating linear algebra concepts with computational tools, with real world applications to science, engineering and data science. Topics include linear equations, matrix operations, vector spaces, linear transformations, eigenvalues, eigenvectors, inner products and norms, orthogonality, linear regression, equilibrium, linear dynamical systems and the singular value decomposition. Course Information: Credit is not given for both MATH 257 and any of MATH 125, MATH 225, MATH 227, MATH 415 or ASRM 406. Prerequisite: MATH 220 or MATH 221; CS 101 or equivalent programming experience. Class Schedule Information: Students must register for a lecture, a lab, and a discussion section.",3,3,MATH221 MATH220 CS101,,,https://courses.illinois.edu/schedule/terms/MATH/257,
Physics,5236,PHYS 486,Quantum Physics I,"Atomic phenomena integrated with an introduction to quantum theory; evidence for the atomic nature of matter and the properties of the Schrodinger equation, single particle solutions in one dimension, the hydrogen atom, perturbation theory, external fields, and atomic spectroscopy of outer electrons. Course Information: 4 undergraduate hours. 4 graduate hours. Prerequisite: PHYS 214 and PHYS 435 or ECE 329. Class Schedule Information: Register for a lecture and a discussion section.",4,4,PHYS214 PHYS435,,,https://courses.illinois.edu/schedule/terms/PHYS/486,PHYS 485may be substituted.
Systems Engineering and Design,5410,SE 100,Introduction to ISE,"Overview of the engineering profession, the Industrial & Enterprise Systems Engineering Department, and the curricula in Industrial Engineering and Systems Engineering and Design.",1,1,,,,https://courses.illinois.edu/schedule/terms/SE/100,
Systems Engineering and Design,5172,MATH 221,Calculus I,"First course in calculus and analytic geometry for students with some calculus background; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Course Information: Credit is not given for both MATH 221 and either MATH 220 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/ and either one year of high school calculus or a minimum score of 2 on the AB Calculus AP exam. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,, CS101 MATH231 MATH257,https://courses.illinois.edu/schedule/terms/MATH/221,MATH 220may be substituted.MATH 220is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.
Systems Engineering and Design,5173,CHEM 102,General Chemistry I,"For students who have some prior knowledge of chemistry. Principles governing atomic structure, bonding, states of matter, stoichiometry, and chemical equilibrium. Course Information: Credit is not given for both CHEM 102 and CHEM 202. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit in or exemption from MATH 112; one year of high school chemistry or equivalent. All students enrolled in CHEM 102 should also enroll in CHEM 103. Class Schedule Information: Students must register for a combination of one lecture and one quiz section beginning with the same letter.",3,3,,CHEM103, CHEM103,https://courses.illinois.edu/schedule/terms/CHEM/102,
Systems Engineering and Design,5174,CHEM 103,General Chemistry Lab I,Laboratory studies to accompany CHEM 102. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 103 and CHEM 203. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit or concurrent registration in CHEM 102 is required. Class Schedule Information: CHEM 103 is the laboratory course that accompanies CHEM 102. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.,1,1,,CHEM102, CHEM102,https://courses.illinois.edu/schedule/terms/CHEM/103,
Systems Engineering and Design,5175,RHET 105,Writing and Research,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Course Information: Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112. Class Schedule Information: Students whose second language is English should take an English placement test through the Division of English as an International Language, before signing up for rhetoric. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,,,https://courses.illinois.edu/schedule/terms/RHET/105,
Systems Engineering and Design,5178,ENG 100,Engineering Orientation,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project. Class Schedule Information: First-year students should enroll in the section corresponding to their major.",1,1,,,,https://courses.illinois.edu/schedule/terms/ENG/100,External transfer students takeENG 300.
