course_id,name,credit_hours,description,prerequisite,link
PSYC 225,"Language, Mind, and Brain",3,Same as LING 225 . See LING 225 . This course satisfies the General Education Criteria for: Social & Beh Sci - Beh Sci,,https://courses.illinois.edu/schedule/terms/PSYC/225
PSYC 230,Perception & Sensory Processes,3,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment. This course satisfies the General Education Criteria for: Social & Beh Sci - Beh Sci,,https://courses.illinois.edu/schedule/terms/PSYC/230
PSYC 235,Intro to Statistics,3,"[IAI Code: M1902] Development of skill and understanding in the application of statistical methods to problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. Credit is not given toward graduation for: Credit is not given toward graduation for both PSYC 235 and any of STAT 100 , ECON 202 , EPSY 480 , PSYC 301 , SOC 485. Prerequisite: PSYC 100 or PSYC 103; college algebra or equivalent; or consent of academic advisor. This course satisfies the General Education Criteria for: Quantitative Reasoning I",Prerequisite: PSYC 100 or PSYC 103; college algebra or equivalent; or consent of academic advisor.,https://courses.illinois.edu/schedule/terms/PSYC/235
PSYC 236,Madness and Modern Society,3,Same as HIST 236 . See HIST 236 . This course satisfies the General Education Criteria for: Humanities - Hist & Phil Cultural Studies - Western,,https://courses.illinois.edu/schedule/terms/PSYC/236
PSYC 238,Psychopathology and Problems in Living,3,"Conceptions and facts about disordered behavior, including psychoses, neuroses, and other patterns of psychological disturbance. Prerequisite: PSYC 100 or PSYC 103.",Prerequisite: PSYC 100 or PSYC 103.,https://courses.illinois.edu/schedule/terms/PSYC/238
PSYC 239,Community Psych,3,"Redefines human and social problems and the implications for social programs and policies; reviews the historical antecedents, conceptual models, strategies and tactics of social and community programs; and employs examples from selected social systems (e.g., criminal justice, education, employment, and mental health). Prerequisite: PSYC 100 or PSYC 103. This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci",Prerequisite: PSYC 100 or PSYC 103.,https://courses.illinois.edu/schedule/terms/PSYC/239
PSYC 245,Industrial Org Psych,3,Systematic study of the application of psychological methods and principles in business and industry; emphasis on personnel selection and factors influencing efficiency. Prerequisite: PSYC 100 or PSYC 103; credit or concurrent registration in a statistics course.,Prerequisite: PSYC 100 or PSYC 103; credit or concurrent registration in a statistics course.,https://courses.illinois.edu/schedule/terms/PSYC/245
PSYC 248,Learning and Memory,3,Survey of basic phenomena in learning and memory emphasizing experimental data from animal and human research. Prerequisite: PSYC 100 or PSYC 103.,Prerequisite: PSYC 100 or PSYC 103.,https://courses.illinois.edu/schedule/terms/PSYC/248
PSYC 250,Psych of Personality,3,"Study of personality from various points of view: biological, experimental, social, and humanistic; surveys theory and empirical research in the study of personality. Prerequisite: PSYC 100 or PSYC 103.",Prerequisite: PSYC 100 or PSYC 103.,https://courses.illinois.edu/schedule/terms/PSYC/250
PSYC 255,Decisions & Judgement,3,"Survey of research into human decision making and judgment. Students will learn to apply and test normative, descriptive, and cognitive theories of choice. Through readings and lectures, students will examine topics including optimality, bounded rationality, heuristics & biases, preference reversals, consumer choice, and experience-based decision making.",,https://courses.illinois.edu/schedule/terms/PSYC/255
PSYC 290,Research Experience in Psych,1 to 4,"Supervised participation in research and scholarly activities, usually as an assistant to an investigator. Approved for S/U grading only. May be repeated to a maximum of 9 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.","Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/290
PSYC 296,Introduction to Current Topics in Psychology,0 to 3,"Introductory treatment of current topics in the field of psychology. May be repeated up to 6 hours in the same semester, to a total of 9 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor.",Prerequisite: PSYC 100 or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/296
PSYC 301,Psychological Statistics,5,"Development of skill and understanding of statistical methods for problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. The class also involves a computer laboratory. Strongly recommended to students who plan to pursue graduate studies in Psychology. Credit is not given toward graduation for both PSYC 301 and any of STAT 100 , ECON 202 , EPSY 480 , PSYC 235 , SOC 485. This course satisfies the General Education Criteria for: Quantitative Reasoning I",,https://courses.illinois.edu/schedule/terms/PSYC/301
PSYC 302,Applied Neuroscience,3,"Examines topics in neuroscience highly relevant to our daily lives, especially as it pertains to mental health. Topics include neurobiology related to anxiety, depression, addiction, exercise, learning, memory, and personality characteristics. Special attention will be paid to race, sex, and socioeconomic differences and their influence on both genetic risk and environmental stress. The class will emphasize critical thinking and conceptualization and will frequently include open discussions. Same as NEUR 302 . Prerequisite: PSYC 100 or equivalent.",Prerequisite: PSYC 100 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/302
PSYC 306,Psychology of Morality,3,"Presents an overview and analysis of historical and current theory and research on moral psychology. Explores development of morality, moral reasoning and decision-making, rational and biased inputs to moral judgments, moral emotions, moral impression formation and person perception. Emphasis is on the social psychology of morality, but other perspectives such as developmental, cognitive, political, and individual differences will be explored. Prerequisite: PSYC 100 or equivalent.",Prerequisite: PSYC 100 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/306
PSYC 308,Psychology of Religion and Spirituality,3,"Examines major topics in the psychology of religion and spirituality to promote reflection on how religion shapes attitudes, behavior, and contemporary U.S. society. Through the lens of psychology, we explore questions such as: Why are some people religious and spiritual? How do we study religion and spirituality from a psychological perspective? What do religion and spirituality look like across the lifespan? Does religion shape prejudice, morality, violence, or altruism? What is the role of religion in promoting health? Overall, we will examine these and other questions to promote greater understanding regarding the role of religion and spirituality in the lives of individuals and larger society. Same as REL 308 . Prerequisite: PSYC 100 or equivalent.",Prerequisite: PSYC 100 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/308
PSYC 311,Behavioral Neuroscience Lab,4,"Introduction to the research techniques used in behavioral neuroscience: includes behavioral analysis of drug effects, anatomy of the brain, hormones and behavior, neural circuits and related topics. Students will have direct experience working with laboratory rats to understand their importance in the advancement of our knowledge about how the brain functions. Prerequisite: Credit or concurrent registration in PSYC 210 , or consent of instructor.","Prerequisite: Credit or concurrent registration in PSYC 210 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/311
PSYC 312,Psychology of Race & Ethnicity,3,"Exploration of the theoretical, empirical, and experiential writings concerning the issues of race and ethnicity as they relate to human behavior from the perspective of the individual in various social contexts. Same as AFRO 312 . Prerequisite: PSYC 100 .",Prerequisite: PSYC 100 .,https://courses.illinois.edu/schedule/terms/PSYC/312
PSYC 313,"Drugs, Brain and Behavior",3,"Drugs are ubiquitous in our society, whether used for medicinal or recreational purposes. We may be led to believe that chemical substances can be the cure for all that ails us, or the source of our demise. In this course, we cut through the noise by introducing key concepts critical for understanding how drugs can impact behavior: where drugs come from, how they get into the brain, what they do once they are there, and how drug action can lead to complex behavioral responses. Same as NEUR 313 . Prerequisite: PSYC 210 or the consent of the instructor.",Prerequisite: PSYC 210 or the consent of the instructor.,https://courses.illinois.edu/schedule/terms/PSYC/313
PSYC 318,Psych of the Infant,3,"Early infant behavior, emphasizing critical evaluation of the various research techniques; prenatal and perinatal influences, ontogeny of psychological processes, environmental determinants, and infant assessment. Prerequisite: PSYC 216 .",Prerequisite: PSYC 216 .,https://courses.illinois.edu/schedule/terms/PSYC/318
PSYC 320,The Teenage Years,3,"An introduction to development during the teenage years (12-18). The course will cover research on biological, cognitive, social, and emotional development. Topics will include pubertal development and its social consequences, changing relationships with parents, identity development, the increasingly important role of peers, school adjustment, the emergence of psychopathologies, and high risk behaviors such as substance use. The course will focus on normative development in the U.S., but it will also cover cross-cultural development. Prerequisite: PSYC 100 and PSYC 216 .",Prerequisite: PSYC 100 and PSYC 216 .,https://courses.illinois.edu/schedule/terms/PSYC/320
PSYC 321,Human Memory,3,"Advanced treatment of human memory. Examines basic theory and methodology; types of memory; semantic, episodic, procedural, memory for language, places, and events; knowledge and memory; autobiographical memory; exceptional memory; mnemonics. Prerequisite: Six hours in psychology at or above the 200 level, such as PSYC 224 or PSYC 248 .","Prerequisite: Six hours in psychology at or above the 200 level, such as PSYC 224 or PSYC 248 .",https://courses.illinois.edu/schedule/terms/PSYC/321
PSYC 322,Introduction to Intellectual Disability,3,Same as SPED 322 . See SPED 322 . This course satisfies the General Education Criteria for: Social & Beh Sci - Beh Sci,,https://courses.illinois.edu/schedule/terms/PSYC/322
PSYC 324,Developmental Psychopathology,3,"Overview of major theories and research in the field of developmental psychopathology. An emphasis will be placed on understanding how psychopathology is conceptualized from a developmental perspective. Topics will involve issues related to etiology, assessment, classification/diagnosis, and intervention. A range of psychological problems in childhood and adolescence will be discussed to illustrate the central themes. Prerequisite: PSYC 100 and either PSYC 216 or PSYC 238 , or consent of instructor.","Prerequisite: PSYC 100 and either PSYC 216 or PSYC 238 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/324
PSYC 328,Psychology of Gender,3,"Discusses the similarities and differences between males and females across the lifespan, looking at possible biological and social explanations. Some of the topics covered include how children learn gender roles, similarities and differences across cognitive and social abilities, mental and physical health, and gender in different settings, including at work, at school, and at home. The course will also focus on agents of socialization, including the media, peers, and family. Prerequisite: PSYC 100 or equivalent.",Prerequisite: PSYC 100 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/328
PSYC 329,Animal Behavior,3,"Same as ANSC 366 , ANTH 342 , and IB 329 . See IB 329 .",,https://courses.illinois.edu/schedule/terms/PSYC/329
PSYC 331,Cognitive Psych Lab,4,"Examination of the methods used to study human thought processes, including attention, memory, decision-making, language and concepts. Students will learn to design, carry out, and report research in cognitive psychology. Prerequisite: PSYC 224 or PSYC 248 ; PSYC 235 .",Prerequisite: PSYC 224 or PSYC 248 ; PSYC 235 .,https://courses.illinois.edu/schedule/terms/PSYC/331
PSYC 332,Social Psych Methods Lab,4,Lecture and laboratory in the methods and techniques of social psychology research in laboratory settings. Prerequisite: PSYC 201 ; PSYC 235 or equivalent.,Prerequisite: PSYC 201 ; PSYC 235 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/332
PSYC 333,Social Psych in Society Lab,4,Methods and techniques of social psychological research in natural settings. Students formulate and carry out research problems using procedures appropriate for research in natural settings. Prerequisite: PSYC 201 ; PSYC 235 or SOC 280 .,Prerequisite: PSYC 201 ; PSYC 235 or SOC 280 .,https://courses.illinois.edu/schedule/terms/PSYC/333
PSYC 334,Perception Lab,4,"Examination of the research methods used to study human visual and spatial processes, including visual illusion, attention, imagery, navigation and spatial memory. Students will learn to design, carry out, and report psychological research. Prerequisite: PSYC 230 and statistics ( PSYC 235 or equivalent).",Prerequisite: PSYC 230 and statistics ( PSYC 235 or equivalent).,https://courses.illinois.edu/schedule/terms/PSYC/334
PSYC 336,Topics in Clin/Comm Psych,3,"Survey and critical review of subdisciplines in clinical/community psychology; concepts, methods, and assessments, intervention strategies and tactics. Subdisciplines addressed will vary. See Class Schedule for current titles. May be repeated with approval to a maximum of 6 undergraduate hours in same term, or to a maximum of 9 undergraduate hours in subsequent terms. Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.",Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.,https://courses.illinois.edu/schedule/terms/PSYC/336
PSYC 339,Restorative Justice: Principles and Methods,3,"Pulling from a variety of applied disciplines and areas of scholarship, this course provides an overview of the contemporary restorative justice movement and critically examines restorative justice principles and methods. Starting with the problems and limitations associated with mainstream (punitive) responses to crime and rule violations, we examine how restorative justice presents an alternative set of philosophical principles of justice and seek to understand the costs and benefits associated with the different methods developed to apply that philosophy.",,https://courses.illinois.edu/schedule/terms/PSYC/339
PSYC 340,Community Projects,4,"Principles of psychology applied to service problems in the community; students serve as nonprofessional mental health workers in supervised experiences in schools, hospitals, and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 100 ; junior or senior standing; and consent of instructor. Individual sections may require additional courses and prerequisites - consult the instructor.",Prerequisite: PSYC 100 ; junior or senior standing; and consent of instructor. Individual sections may require additional courses and prerequisites - consult the instructor.,https://courses.illinois.edu/schedule/terms/PSYC/340
PSYC 341,Advanced Community Projects,4,Advanced discussion and practicum on principles of psychology which may supplement mental health and other human services in a community. Students serve as nonprofessional mental health workers in supervised experiences in school hospitals and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 340 and consent of instructor.,Prerequisite: PSYC 340 and consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/341
PSYC 350,Personality Lab,4,"Study of personality emphasizing active participation in designing, conducting, analyzing, and presenting of research; lectures concern the practical aspects of research methodology and the philosophy of personality research; and laboratory involves conducting original research in small groups. Prerequisite: PSYC 235 or equivalent; and PSYC 250 or consent of instructor; completion of campus Composition I general education requirement.",Prerequisite: PSYC 235 or equivalent; and PSYC 250 or consent of instructor; completion of campus Composition I general education requirement.,https://courses.illinois.edu/schedule/terms/PSYC/350
PSYC 353,Social Cognition,3,"Analysis of theory and research on problems related to the manner in which persons judge themselves and others on the basis of information received; topics include impression formation integration, determinants of interpersonal attractions, and attribution processes. Prerequisite: PSYC 201 and PSYC 235 , or consent of instructor.","Prerequisite: PSYC 201 and PSYC 235 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/353
PSYC 355,The Attentive Mind,3,"In this class, we will study basic mechanisms of attention, how researchers investigate attention, and how these basic concepts are used in design, legal, and engineering applications. We will also cover a wide range of attention-related topics, including multi-tasking, mind-wandering, mindfulness, neuropsychological disorders of attention (such as spatial neglect), and ADHD. This is an active learning course involving weekly group activities and discussions.",,https://courses.illinois.edu/schedule/terms/PSYC/355
PSYC 358,Human Factors,4,Same as IE 340 . See IE 340 .,,https://courses.illinois.edu/schedule/terms/PSYC/358
PSYC 361,The Psychology of Aging,3,"Survey of changes in behavioral function in later adulthood, with emphasis on methodologies for studying aging, cognitive function, personality, social psychology, and psychopathology. Prerequisite: PSYC 100 ; Recommended: PSYC 216 or PSYC 224 .",Prerequisite: PSYC 100 ; Recommended: PSYC 216 or PSYC 224 .,https://courses.illinois.edu/schedule/terms/PSYC/361
PSYC 363,Developmental Child Psych Lab,4,"Provides students with a background in developmental research methodology, such as observational techniques used with children. Students will gain experience collecting data and learn how to write research papers. Prerequisite: PSYC 216 and PSYC 235 , or equivalent.","Prerequisite: PSYC 216 and PSYC 235 , or equivalent.",https://courses.illinois.edu/schedule/terms/PSYC/363
PSYC 365,"Stress, Trauma and Resilience",3,"Provides an overview of traumatic stress, with a particular emphasis on the biological and social factors that shape human responses to trauma. Students will become familiar with the definition and range of potentially traumatic events in various social contexts (e.g. military vs. civilian), as well as the genetic and environmental features that influence vulnerability vs. resilience to trauma. Prerequisite: PSYC 100 or equivalent.",Prerequisite: PSYC 100 or equivalent.,https://courses.illinois.edu/schedule/terms/PSYC/365
PSYC 379,Clinical/Abnormal Psych Lab,4,"Introduction to research methods used in clinical psychology covering research concerned with psychopathology. Students will learn concepts and key terms; read and discuss research reports; and obtain first-hand experience designing, carrying out, and reporting on their own research. Students in the class will be the participants for all student-developed research. Prerequisite: PSYC 238 .",Prerequisite: PSYC 238 .,https://courses.illinois.edu/schedule/terms/PSYC/379
PSYC 396,Intermediate Current Topics in Psychology,0 to 3,"Intermediate treatment of current topics in the field of psychology. May be repeated to a maximum of 6 hours in a semester, to a maximum of 12 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor; particular sections may have additional 200-level prerequisites.",Prerequisite: PSYC 100 or consent of instructor; particular sections may have additional 200-level prerequisites.,https://courses.illinois.edu/schedule/terms/PSYC/396
PSYC 398,Junior Honors Seminar,3,Seminar on experimental methods and contemporary psychological research. Prerequisite: Junior standing and admission to departmental honors program.,Prerequisite: Junior standing and admission to departmental honors program.,https://courses.illinois.edu/schedule/terms/PSYC/398
PSYC 402,Intro Clin Neuropsych,4,"Fundamental concepts of clinical neuropsychology will be introduced, and students will learn the neuropsychological measures that are typically employed in assessment. The course will take a developmental perspective, and readings will address assessment issues in children and adolescents as well as adults. The course will be conducted as a lecture/seminar, with a focus on class participation. Actual testing data will be distributed to the class, and discussion will focus on interpretation and case conceptualization. Students will also be required to learn about and administer tests. 4 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 and PSYC 238 or consent of instructor.",Prerequisite: PSYC 210 and PSYC 238 or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/402
PSYC 410,Hate Crimes,3,Same as AFRO 410 . See AFRO 410 .,,https://courses.illinois.edu/schedule/terms/PSYC/410
PSYC 420,Theories of Psychotherapy,4,Same as EPSY 420 . See EPSY 420 .,,https://courses.illinois.edu/schedule/terms/PSYC/420
PSYC 432,Genes and Behavior,3,"Same as ANTH 432 , IB 432 and NEUR 432 . See IB 432 .",,https://courses.illinois.edu/schedule/terms/PSYC/432
PSYC 445,Cognitive Neuroscience Lab,4,"Study of the basic principles underlying scanning of the brain using functional Magnetic Resonance Imaging (fMRI). The lectures introduce how to use an MRI scanner, the basic biophysics that makes functional imaging possible, experimental design for fMRI, and basic data analysis. During the labs, students will get hands on experience analyzing fMRI data. Same as NEUR 445 . 4 undergraduate hours. 4 graduate hours. Prerequisite: One of the following: PSYC 204 , PSYC 210 , PSYC 220 , or consent of the instructor. PSYC 235 or equivalent is recommended.","Prerequisite: One of the following: PSYC 204 , PSYC 210 , PSYC 220 , or consent of the instructor.",https://courses.illinois.edu/schedule/terms/PSYC/445
PSYC 451,Neurobio of Aging,0 to 4,"Study of the neurobiological consequences of aging with an emphasis on brain changes at the cellular and systems level, using animal models of healthy and pathological aging. Same as NEUR 451 . 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 or related courses or consent of instructor.",Prerequisite: PSYC 210 or related courses or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/451
PSYC 455,Organizational Psych,2 to 4,"Social psychological research and theory applied to industrial problems; emphasis on interaction and communication theory, role theory, leadership theory, motivational and perceptual theory, and group structure theory as an aid in understanding and analyzing industrial problems. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: PSYC 201 or PSYC 245 .",Prerequisite: PSYC 201 or PSYC 245 .,https://courses.illinois.edu/schedule/terms/PSYC/455
PSYC 468,Psych and Law,2 to 4,"Examines relationship of the administrative, civil, and criminal justice systems to educational and mental health institutions; individual rights, social issues, and psychological well being. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: Six hours of social science.",Prerequisite: Six hours of social science.,https://courses.illinois.edu/schedule/terms/PSYC/468
PSYC 472,Environmental Psychology,4,Same as NRES 472 . See NRES 472 .,,https://courses.illinois.edu/schedule/terms/PSYC/472
PSYC 490,Measurement & Test Develop Lab,4,"The measurement of human behavior in psychological studies; the construction and use of psychological tests; introduction to tests of intelligence, achievement, personality, and interest; and practice in test construction, administration, and validation. Lectures and laboratory. 4 undergraduate hours. 4 graduate hours. Prerequisite: A knowledge of statistics equivalent to that from PSYC 235 .",Prerequisite: A knowledge of statistics equivalent to that from PSYC 235 .,https://courses.illinois.edu/schedule/terms/PSYC/490
PSYC 492,Capstone Undergrad Research,3,"Capstone experience for undergraduate students doing advanced research in any area of psychology. Provides in-depth background knowledge of their research, and teaches students to make effective oral and written presentations of their findings. In conjunction with PSYC 494 , will facilitate the preparation of a Bachelor's thesis that can be submitted for the awarding of the departmental distinction at graduation. May be taken for two semesters with the first semester emphasizing a review of the literature and the second semester concentrating on the presentation of the results. 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Senior standing in Psychology, consent of instructor, and students must arrange to do a research project with a faculty member.","Prerequisite: Senior standing in Psychology, consent of instructor, and students must arrange to do a research project with a faculty member.",https://courses.illinois.edu/schedule/terms/PSYC/492
PSYC 494,Advanced Research in Psych,1 to 4,"Supervised independent investigation of special topics in psychology; requires a written report with a final copy submitted for departmental records. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.","Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/494
PSYC 496,Adv Current Topics in Psych,2 to 4,"Advanced treatment of current topics in the field of psychology. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated to a maximum of 9 hours. Prerequisite: PSYC 100 and junior standing, or consent of instructor; particular sections may have additional 200-level and/or 300-level prerequisites.","Prerequisite: PSYC 100 and junior standing, or consent of instructor; particular sections may have additional 200-level and/or 300-level prerequisites.",https://courses.illinois.edu/schedule/terms/PSYC/496
PSYC 498,Senior Honors Seminar,3,"Continuation of PSYC 398 , this course assists students in the Psychology Honors Program with the researching and writing of an undergraduate honors thesis, under supervision of a faculty member, on a problem of appropriate scope and character. 3 undergraduate hours. No graduate credit. Prerequisite: PSYC 398 . This course satisfies the General Education Criteria for: Advanced Composition",Prerequisite: PSYC 398 .,https://courses.illinois.edu/schedule/terms/PSYC/498
PSYC 499,Senior Honors Seminar II,3,"The completion of writing of an undergraduate honors thesis, under supervision of a faculty member, on a problem of appropriate scope and character. Students also create posters describing their work for presentation at the Psychology Honors Poster Fair and the Campus Undergraduate Research Symposium. 3 undergraduate hours. No graduate credit. Prerequisite: PSYC 498 .",Prerequisite: PSYC 498 .,https://courses.illinois.edu/schedule/terms/PSYC/499
PSYC 500,Professional Develop for Psych,1 to 4,"Provides practical guidance to graduate students in psychology about a variety of professional issues, including topics such as publishing, speaking, writing, teaching, research ethics, mentoring, interviewing for jobs, and preparing for different career options. The course is discussion-based and provides a forum to address common questions and problems encountered by graduate students in psychology. Approved for Letter and S/U grading. May be repeated up to 8 credit hours if topics vary.",,https://courses.illinois.edu/schedule/terms/PSYC/500
PSYC 501,Best Psych Research Practices,2 to 4,"Explores topics concerning the best research practices used in the different areas of psychology. Examination of recent advances in research design, analysis, and reporting will hone methodological and statistical intuitions. Students will investigate the growing literature on problematic practices, consider proposed solutions, and construct and evaluate simulations to enhance their understanding of the best methodologies so they can contribute to a more open and reproducible psychological science. May be repeated up to 8 graduate hours, if topics vary.",,https://courses.illinois.edu/schedule/terms/PSYC/501
PSYC 506,Statistical Methods I,4,"Techniques in applied statistics used in psychological research, including simple linear regression, partial and multiple correlation, and nonparametric methods; thorough review of statistical estimation and significance tests; emphasizes applied statistics and statistical computing. Credit is not given for both PSYC 506 and SOC 586 . Prerequisite: Graduate standing or consent of instructor.",Prerequisite: Graduate standing or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/506
PSYC 507,Statistical Methods II,4,"Continuation of PSYC 506 . Experimental design, including Latin Squares, factorials, and nested designs; expected mean squares; analysis of covariance; emphasizes the general linear model. Credit is not given for both PSYC 507 and SOC 587. Prerequisite: PSYC 506 .",Prerequisite: PSYC 506 .,https://courses.illinois.edu/schedule/terms/PSYC/507
PSYC 515,Neurotoxicology,3,Same as CB 514 and ENVS 514 . See CB 514 .,,https://courses.illinois.edu/schedule/terms/PSYC/515
PSYC 516,Perception,4,"Systematic study of methods and research findings in the field of human perception, together with an evaluation of theoretical interpretations. Prerequisite: Twelve hours of psychology.",Prerequisite: Twelve hours of psychology.,https://courses.illinois.edu/schedule/terms/PSYC/516
PSYC 518,Exp Psych Human Learn,4,Data and theories of verbal learning; verbal mediators and their functions in learning and retention; transfer of training; short-term and long-term memory; and conceptualizations of the forgetting process. Prerequisite: Twelve hours of psychology or consent of instructor.,Prerequisite: Twelve hours of psychology or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/518
PSYC 521,Knowledge Representation,4,"Surveys theories and data about the representation of knowledge by human beings; examines images, concepts, semantic features, propositions, semantic nets, rules, parallel distributed, procedural, schemas, mental models, and theories. Prerequisite: Background in either cognitive psychology, linguistics, or artificial intelligence.","Prerequisite: Background in either cognitive psychology, linguistics, or artificial intelligence.",https://courses.illinois.edu/schedule/terms/PSYC/521
PSYC 529,Second Lang Acq & Bilingualism,4,Same as LING 529 . See LING 529 .,,https://courses.illinois.edu/schedule/terms/PSYC/529
PSYC 530,Found of Ind Org Psych,4,"Theoretical and empirical foundations of various content areas in industrial-organizational psychology; sample topics include employee selection and placement, training, human factors engineering, work motivation, employee attitudes, leadership, and organizational theory. Same as LER 530 . Prerequisite: Twelve hours of psychology or consent of instructor.",Prerequisite: Twelve hours of psychology or consent of instructor.,https://courses.illinois.edu/schedule/terms/PSYC/530
PSYC 532,Intro to Clin-Comm Psych III,4,"Part 3 of a 4 part sequence designed to provide clinical community graduate students with a broad overview of theories, approaches, and methods in clinical and community psychology. This set of courses includes coverage of all major domains in clinical-community psychology, including psychopathology/problems in living, clinical-community assessment, diagnosis, effective interventions and their evaluation, and prevention. These courses are also meant to engage graduate students in the process of critical inquiry in clinical-community psychology. Required of all entering graduate students in clinical-community psychology. Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.",Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.,https://courses.illinois.edu/schedule/terms/PSYC/532
PSYC 533,Intern in Ind Org Psych,4,"Supervised practice in organizational practice and research, implementation of programs, evaluation, feedback of survey results, applied assessments, assistance in EAP programs, and development of personnel guidelines; emphasizes applications of principles and procedures. Offered in special interest of graduate students in I/O psychology program. Prerequisite: Graduate standing in Psychology, credit or concurrent registration in PSYC 530 , and consent of instructor.","Prerequisite: Graduate standing in Psychology, credit or concurrent registration in PSYC 530 , and consent of instructor.",https://courses.illinois.edu/schedule/terms/PSYC/533
PSYC 534,Models of Decision and Choice,4,Survey of mathematical and other formal models of human judgment and decision processes. Emphasizes differences between normative and descriptive models. Same as ACCY 595 and PS 528 . Prerequisite: PSYC 407.,Prerequisite: PSYC 407.,https://courses.illinois.edu/schedule/terms/PSYC/534
PSYC 535,Cultural Psychology,4,"Explores cultural influences on attitudes, cognition, and behavior. The focus is social psychological but the readings draw on work across several fields, both inside psychology and outside psychology. Subjects have included cultural influences on violence, analytic vs. holistic thinking styles, economic behavior, parenting and education, and the construction of self. Methodological issues in making cross-cultural comparisons will be discussed.",,https://courses.illinois.edu/schedule/terms/PSYC/535
PSYC 537,Development & Psychopathology,4,"Overview of major concepts, issues, and research in the field of developmental psychopathology, which is an interdisciplinary field influenced by psychology, medicine, neuroscience, and other disciplines. Explores youth psychopathology from a developmental perspective, focusing on the intersection between normative and atypical development. Introduces students to assessment and classification, key theories of etiology, and research design issues. Representative disorders will be discussed as examples of how these issues interface with specific types of youth psychopathology. Both pioneering and contemporary research in the field will be covered.",,https://courses.illinois.edu/schedule/terms/PSYC/537
PSYC 538,Intro to Clin-Comm Psych I,4,"Part 1 of 4 part sequence designed to provide clinical-community graduate students with a broad overview of theories, approaches, and methods in clinical and community psychology. This set of courses includes coverage of all major domains in clinical-community psychology, including psychopathology/problems in living, clinical-community assessment, diagnosis, effective interventions and their evaluation, and prevention. These courses are also meant to engage graduate students in the process of critical inquiry in clinical-community psychology. Required of all entering graduate students in clinical-community psychology. Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.",Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.,https://courses.illinois.edu/schedule/terms/PSYC/538
PSYC 539,Intro to Clin-Comm Psych II,4,"Part 2 of a 4 part sequence designed to provide clinical-community graduate students with a broad overview of theories, approaches, and methods in clinical and community psychology. This set of courses includes coverage of all major domains in clinical-community psychology, including psychopathology/problems in living, clinical-community assessment, diagnosis, effective interventions and their evaluation, and prevention. These courses are also meant to engage graduate students in the process of critical inquiry in clinical-community psychology. Required of all entering graduate students in clinical-community psychology. Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.",Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.,https://courses.illinois.edu/schedule/terms/PSYC/539
